geneID	geneSymbol	Thymus_0	Thymus_1	TALL_01	TALL_03	TALL_04	TALL_06	TALL_08	TALL_09	TALL_12	TALL_14	TALL_15	TALL_16
XLOC_011046	ARL4C	67.2371	66.3432	71.0776	109.738	73.3466	96.8273	154.471	102.703	143.785	73.7089	31.3466	66.5814
XLOC_011047	GBX2	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011048	ASB18	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011049	IQCA1	1.38584	0.42591	0	0.0336804	0	0.0641191	0.594537	0.353397	0.0541082	0.0672228	1.21638	0.123815
XLOC_011050	COL6A3	32.1458	13.8996	0.0385278	1.37149	0.0236504	0.0870339	0.149488	0.0300774	0.0728939	0.376906	0.241196	0.125204
XLOC_011051	RAB17	0.152488	0	0	0	0	0.105396	0	0	0	0.0535308	0	0
XLOC_011052	ILKAP	17.3314	11.4788	12.9672	14.8459	13.5908	16.0285	17.227	16.6895	19.5219	16.7831	10.3281	18.6567
XLOC_011053	HES6	0.586141	0.545629	2.40883	1.11416	0.692381	0.703369	1.7827	1.29547	3.12441	1.26684	1.99186	32.7543
XLOC_011054	PER2	5.62896	3.55461	4.53913	1.76267	1.63556	8.0941	5.16468	5.54928	4.34833	2.83	7.23841	4.20257
XLOC_011055	HDAC4	18.7175	15.7266	26.7414	43.9056	48.7857	18.4483	4.68167	11.4886	21.5467	33.6269	23.9337	12.4619
XLOC_011056	NDUFA10	12.1262	18.3939	10.7971	18.1224	19.2573	21.5526	15.5121	16.1291	18.8378	19.8184	23.4585	18.6128
XLOC_011057	OR6B2	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011058	PRR21	0	0	0	0	0	0	0	0	0	0	0	0.320251
XLOC_011059	OR6B3	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011060	MYEOV2	74.8756	65.9339	47.4244	63.9387	66.2636	45.9672	42.1126	51.0244	71.7392	45.3693	21.7406	85.1311
XLOC_011061	OTOS	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011062	ANKMY1	1.63584	5.27712	11.33	8.28332	3.889	7.22429	8.92281	8.72154	4.05076	5.04755	8.63984	5.80648
XLOC_011063	AQP12B	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011064	KIF1A	0.125144	0	0	0	0	0	0.0718577	0	0	0	0	0
XLOC_011065	C2orf54	1.45564	0	0	0	0	0	0	0	0	0	0	0
XLOC_011066	MTERFD2	13.7854	20.2684	5.07267	10.5566	10.8182	8.38209	8.22886	4.72706	7.59965	6.49422	4.53791	7.21839
XLOC_011067	PASK	19.6818	7.99498	8.56875	8.37216	10.346	5.44827	14.649	7.23883	10.577	8.7395	7.34154	10.9506
XLOC_011068	HDLBP	45.4616	38.3829	46.6985	30.3778	24.8062	28.2762	48.5058	31.7174	25.0606	22.4603	28.9967	46.5484
XLOC_011069	STK25	26.7055	32.2401	24.5095	33.7156	27.3821	24.2951	27.3121	26.5305	23.1557	15.3536	20.6088	42.6982
XLOC_011070	THAP4	23.1793	20.4478	25.4885	26.5769	28.5113	13.7753	15.4375	17.626	31.0671	10.9506	15.8539	20.7158
XLOC_011071	DTYMK	26.5169	27.695	25.9775	30.8282	23.9408	10.7251	10.5565	47.9621	29.0552	15.8865	12.8638	54.256
XLOC_011072	PDCD1	7.95081	6.37023	0.457014	4.95312	6.62794	9.32079	0.317062	3.40532	6.97279	4.28218	0.488298	0.637281
XLOC_011073	DEFB125	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011074	DEFB126	0	0	0	0	0.268762	0	0	0	0	0	0	0
XLOC_011075	DEFB127	0	0	0	0	0	0	0	0	0	0	0	1.17589
XLOC_011076	DEFB129	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011077	DEFB132	0	0	0	0	0	0	0	0.0513821	0	0	0	0
XLOC_011078	ZCCHC3	23.1901	26.7632	15.3812	11.3635	11.4562	16.7306	15.6872	13.0072	13.213	10.3192	10.448	14.1245
XLOC_011079	SOX12	5.51096	7.5745	6.82557	4.92184	1.78351	7.39328	3.72992	0.644055	9.85346	3.22614	9.75462	3.20599
XLOC_011080	NRSN2	1.70815	1.08121	0	0.353674	0.562773	1.0839	0.111132	0.406477	0.38964	0.352673	1.96627	0.86444
XLOC_011081	TRIB3	2.48742	4.82677	2.49644	2.4461	3.00522	3.28252	1.18707	2.71855	5.52071	0.342369	0.497994	1.87111
XLOC_011082	RBCK1	39.1813	55.0753	41.5847	45.37	16.1644	30.5501	24.9376	47.8234	32.8462	19.7905	25.3332	29.4739
XLOC_011083	FAM110A	10.7549	9.67376	5.75891	6.9424	1.67255	3.27175	1.44518	10.56	5.63324	4.33857	1.05024	4.19337
XLOC_011084	PSMF1	31.6194	28.1449	28.304	25.4702	30.7346	38.5958	17.0419	26.6369	28.7324	21.091	25.5081	28.9672
XLOC_011085	C20orf202	0.0195124	0.0747617	0.0887353	0.137638	0.163588	0	0.773122	0	0.79389	1.57588	0.398023	0.0278685
XLOC_011086	RAD21L1	0	0	0	0	0	0	0	0	0.239642	0.179585	0	0
XLOC_011087	SNPH	0.924067	1.09047	0.378804	2.01627	1.04691	1.69894	0.688904	0.433779	4.5225	1.12765	0.782135	0.355248
XLOC_011088	SIRPA	4.25846	0.570832	15.1664	1.37025	1.85044	0.490662	0.499309	0.701382	7.0247	2.49921	3.8813	3.16956
XLOC_011089	STK35	8.09272	11.9739	12.0743	12.7619	19.5585	28.5405	12.1477	10.8638	22.4883	17.7711	35.066	10.9935
XLOC_011090	-	0	0	0	0	0.11884	0	0	0	0	0	0	0
XLOC_011091	TGM3	0.377044	0	0	0	0	0	0	0	0	0.0778393	0	0
XLOC_011092	TGM6	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011093	TMC2	0	0	0	0.0651064	0	0	0	0.0666032	0	0	0	0
XLOC_011094	NOP56	46.5296	51.3868	60.2626	54.6333	36.118	36.551	54.0588	78.1104	37.4192	25.3909	32.3278	72.6214
XLOC_011095	EBF4	0.0405416	0	0.0461198	0.249552	0.113617	1.57278	0	0.0729135	0.0859049	0	1.38025	0.247396
XLOC_011096	C20orf141	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011097	TMEM239	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011098	"PTPRA,VPS16"	55.6574	59.2524	36.18	43.7629	43.8834	49.0166	41.7819	39.7224	49.3754	45.2751	41.91	49.6681
XLOC_011099	GNRH2	0	0.864332	0	0	1.07207	0	0	1.40493	0.514976	0	0	0.354994
XLOC_011100	MRPS26	15.2507	13.1428	23.7885	12.2028	7.33208	6.90579	24.5419	23.4452	14.1004	8.79927	5.73747	22.5915
XLOC_011101	OXT	0.942066	0	0	0	0	1.52484	0	0	0.458671	0.3019	0	0
XLOC_011102	ITPA	17.2298	13.7245	12.1014	17.1136	10.5835	14.4741	11.3439	14.5159	14.8189	12.009	11.6706	17.6466
XLOC_011103	ATRN	8.94046	6.87758	6.14709	4.99572	5.78511	7.52354	7.81803	6.59678	5.37164	10.2992	8.89917	8.15344
XLOC_011104	HSPA12B	0.568991	0	0	0	0	0	0	0	0	0	0	0.0401975
XLOC_011105	CDC25B	45.1264	65.2663	108.386	55.6636	40.3335	23.9745	30.1859	76.1627	42.3955	16.7397	21.2954	22.8899
XLOC_011106	AP5S1	7.36328	7.84728	10.8244	8.87853	5.63633	6.99896	7.40693	7.89274	11.6455	4.85993	12.0615	7.48188
XLOC_011107	MAVS	17.1395	20.993	19.7271	20.1977	11.6687	19.9227	15.5163	16.9272	11.2548	14.9631	25.9483	11.4424
XLOC_011108	PANK2	16.4321	17.2933	18.0029	17.8714	20.136	26.7045	37.2966	20.528	16.2424	17.3733	26.0787	23.6563
XLOC_011109	SMOX	2.41507	1.80651	9.86508	6.99166	9.19412	12.077	3.87986	5.81391	2.90079	8.6836	13.415	4.19871
XLOC_011110	PRNP	16.0975	6.75912	24.6402	23.7187	23.8566	93.0395	50.4844	43.349	15.3178	42.0018	54.7783	22.9338
XLOC_011111	PRND	0.329634	0	0	0	0.040201	0	0	0.0515704	0.0202897	0.0251433	0	0
XLOC_011112	CDS2	13.6322	14.4032	15.3913	20.9165	32.1905	58.7497	48.7524	15.3123	36.3199	28.0286	44.5062	13.669
XLOC_011113	C20orf196	7.52268	8.8083	3.18505	3.84365	2.15236	1.69007	1.62664	5.44056	3.14943	4.72332	0.388448	4.1051
XLOC_011114	CHGB	0.538143	1.45658	0.204048	0.039447	0.0314094	0	0.198587	0.0403214	0.0316497	0.59021	0	0.0482632
XLOC_011115	MCM8	8.10886	17.9304	18.5883	9.84055	10.1298	6.12891	20.6764	23.7204	11.552	10.1926	7.26319	18.145
XLOC_011116	CRLS1	5.36814	5.29586	6.30325	2.77165	2.66245	2.30433	3.49998	4.41484	3.16088	3.43649	2.44096	8.52971
XLOC_011117	BMP2	0.177017	0.0360123	0.105991	0.0982884	0.0261163	0	0	0.0670305	0.0658442	0	0	0.749469
XLOC_011118	PLCB1	3.41831	6.35268	14.8615	4.71807	11.8782	14.1251	8.61247	14.2144	13.5766	15.4183	12.2665	4.664
XLOC_011119	PLCB4	3.75151	4.64079	2.77195	0.222784	0.133499	1.51746	15.2714	10.1041	0.533189	23.2673	15.0484	0.859998
XLOC_011120	LAMP5	0.352844	0.329732	0.475894	0	0	0	2.12327	0	0.461281	0.675662	0.545545	2.22631
XLOC_011121	ANKRD5	2.95146	0.802668	0.158225	0.678943	0.151671	0	0.342979	0.500394	0.0218579	0.515099	0.0526192	0.444345
XLOC_011122	SNAP25	0.10359	0	0	0	0	0	0	0	0	0	0	0
XLOC_011123	SLX4IP	8.4575	7.24897	7.73201	8.32461	3.86162	4.24486	9.56173	4.96741	2.53909	4.06139	12.7904	4.49344
XLOC_011124	BTBD3	8.24797	13.0973	9.64639	12.6023	12.1766	40.4252	19.3243	14.4134	22.4478	21.6474	23.9553	12.5524
XLOC_011125	SPTLC3	3.03288	2.89149	0.0515038	1.96227	0.825234	4.91164	2.4452	0.380044	0.0960999	2.38249	5.75578	0.640062
XLOC_011126	ISM1	0.149268	0.0442996	3.44808	0.0404031	0.0321656	0	0	0	0.437507	0.604479	0	0.0823694
XLOC_011127	NDUFAF5	4.88136	5.55909	4.44752	8.23305	12.0605	16.0444	13.0391	7.61667	10.8786	11.6791	12.1459	9.869
XLOC_011128	MACROD2	0.50145	0.159817	0.0148192	0.389011	0.115926	0	0	0.187484	0.230602	0.137097	0	1.28369
XLOC_011129	SNRPB2	21.7339	18.8457	15.6022	21.1914	23.6716	7.18491	16.4138	28.2564	20.5384	17.8141	11.1994	24.1345
XLOC_011130	OTOR	0	0.0272329	0.0485556	0	0	0.221997	0	0	0	0	0	0
XLOC_011131	PCSK2	0.332129	0.00794056	0	0.043213	0.0517676	0.0423417	0	0	0	0	0	0
XLOC_011132	DSTN	33.8214	24.7727	17.2769	44.2353	27.2842	58.2618	51.5088	46.1781	20.1019	43.3119	17.2585	35.6082
XLOC_011133	BANF2	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011134	C20orf72	6.80693	10.1582	10.7538	5.01488	7.53342	5.80467	18.8149	13.8743	10.5093	5.49867	11.5316	11.2605
XLOC_011135	"CSRP2BP,PET117"	13.2388	14.3954	15.3138	11.735	15.3351	5.87838	4.11388	9.31583	13.9063	3.28847	5.69784	9.26347
XLOC_011136	ZNF133	2.76316	4.8711	2.95092	2.34534	0.75974	1.23898	2.08113	2.3173	0.682066	2.35498	1.83224	2.8466
XLOC_011137	POLR3F	4.02054	4.29978	4.66373	6.01789	9.62138	7.62245	10.6516	3.32412	7.16718	9.33381	10.9632	5.78229
XLOC_011138	SEC23B	23.5888	18.4018	13.3316	10.6111	9.10496	10.091	11.5976	12.7426	7.25769	9.81018	7.44056	12.7231
XLOC_011139	DTD1	6.54135	3.67072	1.06596	3.80816	9.16215	15.6115	2.88216	6.81984	12.3656	1.23523	2.07123	11.3936
XLOC_011140	SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011141	SLC24A3	0.656015	0.00962057	0.101783	0.131005	0	0.0770319	0	0	0.221579	0.026157	2.48822	0.407359
XLOC_011142	RIN2	2.23553	0.173262	3.60482	0.561053	0.627211	0.109952	0	0.0459705	1.70094	0.963624	1.34898	0.634142
XLOC_011143	NAA20	11.915	9.52348	9.19457	7.00996	9.48239	10.9852	8.98211	14.5373	12.777	8.10754	7.19734	14.6601
XLOC_011144	C20orf26	0.182426	0	0	0	0.0439515	0	0	0.0564673	0	0	0.213753	0
XLOC_011145	INSM1	2.39407	0.0403704	0	0	0	0	0	0	0.0147647	0	0	0
XLOC_011146	PLK1S1	16.4295	21.4574	12.164	12.0948	21.1502	15.0254	25.2083	15.197	28.1787	21.9363	17.9387	13.6579
XLOC_011147	XRN2	39.7541	40.5525	38.7702	44.487	48.8942	54.615	68.1692	45.3406	45.7323	48.6959	58.9781	56.095
XLOC_011148	PAX1	16.4463	0.394332	0	0	0	0	0	0	0.0227379	0	0	0.023093
XLOC_011149	SSTR4	0	0.0656507	0	0	0	0	0	0	0	0	0	0
XLOC_011150	NXT1	14.9185	11.3095	29.7046	16.3272	11.3656	16.4643	24.9899	21.7975	19.2826	13.7064	9.90589	30.1493
XLOC_011151	GZF1	4.01087	5.80089	4.75696	7.21591	7.61615	10.3448	5.68174	4.60063	6.02617	5.14415	4.37562	6.61803
XLOC_011152	CSTL1	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011153	CST8	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011154	SYNDIG1	1.14673	0.121592	0	0	0	0	0	0	0	0	0	0
XLOC_011155	CST7	8.76914	7.18184	10.6788	29.2364	11.7212	2.47347	0	3.87948	11.2153	6.16535	16.1953	3.11323
XLOC_011156	ENTPD6	11.4143	28.1789	19.7183	19.7329	17.1472	25.6423	19.4791	15.3454	13.1654	24.1734	27.4547	16.0375
XLOC_011157	PYGB	20.2767	17.1812	22.4344	16.4742	13.7585	13.397	13.425	17.1456	18.8027	10.9491	11.2011	11.8857
XLOC_011158	GINS1	9.44144	11.3549	10.5288	5.69458	5.63815	2.66826	5.92051	17.8312	5.08304	5.02741	2.48471	11.6991
XLOC_011159	DEFB115	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011160	DEFB118	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011161	DEFB123	0	0	0	0	0	0	0	0	0	0	0	0.391632
XLOC_011162	REM1	0.242339	0	0	0	0	0	0	0	0	0	0	0
XLOC_011163	HM13	31.1494	18.6804	44.9423	32.154	29.6832	42.2307	41.8022	28.3229	34.0962	23.8673	40.7169	17.502
XLOC_011164	ID1	7.38589	1.82506	155.625	51.8685	30.4391	13.9058	5.77718	3.22027	5.84857	24.8888	10.8556	5.62558
XLOC_011165	COX4I2	1.45459	0	0	0	0	0	0	0	0	0	0	0
XLOC_011166	TPX2	83.6561	92.3219	38.296	32.3576	38.4875	15.1314	53.5479	72.3827	47.7706	22.4342	21.0439	43.0342
XLOC_011167	MYLK2	0.116546	0.586355	0.216946	0.447266	0.356262	0.730858	1.45509	1.06703	0.508701	0.0743664	0.360689	0.50189
XLOC_011168	TTLL9	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011169	XKR7	0	0.026109	0.57671	0.10699	0	0	0	0.0364702	0.0143227	0	0.34519	0.0582322
XLOC_011170	CCM2L	0.211977	0	0.133954	0	0	0	0	0	0.0332315	0	0	0
XLOC_011171	HCK	12.8768	2.3656	38.6789	13.0631	5.65635	0.242894	0.372934	1.36588	10.7418	5.53284	1.91517	9.75733
XLOC_011172	TM9SF4	17.3107	16.2549	17.7745	18.8297	19.3974	23.9186	16.8092	18.8068	20.3003	16.73	20.8765	13.1073
XLOC_011173	POFUT1	8.17424	6.971	12.3883	9.78237	10.2479	8.12089	7.27251	11.1395	8.8762	6.91129	7.73928	10.9475
XLOC_011174	KIF3B	5.21356	7.05783	5.84823	6.24476	13.642	16.2389	10.4583	7.30522	13.0922	6.84244	12.2765	4.79375
XLOC_011175	ASXL1	33.5795	42.4841	30.4098	43.8974	40.4887	67.463	86.3674	49.4668	70.9068	41.9571	108.978	37.5877
XLOC_011176	DNMT3B	4.06967	4.0211	7.78533	3.43057	4.14945	9.05844	12.8022	4.91295	5.44441	4.00844	29.8051	3.65581
XLOC_011177	MAPRE1	66.3144	61.1344	68.3925	76.3026	140.715	148.031	110.426	83.1677	141.128	85.7356	120.157	96.2575
XLOC_011178	BPIFB2	0.0797281	0	0	0	0	0	0	0	0	0	0	0
XLOC_011179	BPIFB6	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011180	BPIFB3	0.174642	0	0	0	0	0	0	0	0	0	0	0
XLOC_011181	BPIFB4	0.0834172	0	0	0	0	0	0	0	0	0	0	0
XLOC_011182	BPIFA2	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011183	BPIFA3	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011184	BPIFA1	0.265128	0	0	0	0	0	0	0	0	0	0	0
XLOC_011185	BPIFB1	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011186	CBFA2T2	10.6238	9.17108	9.69969	9.4505	6.38839	7.81147	8.58601	7.21105	10.3823	8.13387	10.8379	3.99026
XLOC_011187	C20orf144	0	0	0	0	0	0	0	0	0.0983013	0	0	0
XLOC_011188	ACTL10	0.82544	0.384844	0.341353	0.317181	0.0419981	0.103721	0.132564	0.323706	0.0633756	0.210739	0.102116	0.0859586
XLOC_011189	ZNF341	2.21066	2.57138	1.28549	2.10113	3.07635	1.52338	0.399682	1.67906	1.98061	1.37901	1.28266	1.1298
XLOC_011190	CHMP4B	40.9775	27.0032	29.366	27.044	40.0133	42.079	32.8591	18.4385	50.6312	23.737	22.4054	26.6212
XLOC_011191	RALY	35.2049	40.8629	30.3931	38.1944	45.7704	54.4819	34.1184	33.9294	45.0334	24.5704	33.2633	25.8895
XLOC_011192	ASIP	0	0.171809	0	0	0.193192	1.24159	0	0	0.189942	0	0	1.07207
XLOC_011193	ITCH	23.8972	21.3842	17.1945	25.0208	37.2867	38.109	30.1758	19.8511	36.7861	31.0232	47.5207	25.4274
XLOC_011194	DYNLRB1	92.1093	115.089	71.0093	95.2591	75.0548	108.881	42.8	99.828	81.7582	41.051	58.0019	52.1748
XLOC_011195	MAP1LC3A	1.9007	0.262703	0.253903	0.264208	0.621522	0	0	0.133585	0.412912	0	0	1.63359
XLOC_011196	TP53INP2	1.71727	3.16722	7.00229	5.44371	5.21039	8.7381	4.85649	1.99252	8.01871	3.6398	3.05593	3.0145
XLOC_011197	ACSS2	5.48469	4.25697	5.96196	4.79939	1.88485	5.42102	0.550242	0.391239	1.25699	1.42274	2.39533	3.15232
XLOC_011198	MYH7B	0	0.011276	0.049583	0.0152997	0	0.0299753	0.0581635	0.0156831	0.0370856	0	0.0296928	0
XLOC_011199	PROCR	1.1728	0	0.0484806	0.150494	0.357352	0.22165	0	0	0.149387	0.224656	0	0
XLOC_011200	MMP24	0	0	0	0.0233868	0	0	0	0	0.0094258	0	0.136025	0
XLOC_011201	CEP250	8.61258	10.8689	9.8597	8.21022	11.7931	7.9601	14.142	8.96838	9.23862	6.26592	10.1188	8.82779
XLOC_011202	ERGIC3	78.2956	78.0361	55.8692	75.8782	104.022	111.38	61.3465	36.446	55.6517	73.9689	57.661	109.187
XLOC_011203	SPAG4	0.524758	0.0557377	0.149128	0.154338	0.366363	0.530435	0.0961007	0.157068	0.520603	0.460732	0.445855	0.498995
XLOC_011204	ROMO1	55.632	42.8828	25.4051	26.5352	23.1054	42.8106	23.3688	43.926	28.7946	25.9275	26.7276	78.7296
XLOC_011205	PHF20	17.5909	13.4292	13.4444	14.0177	13.2813	16.346	13.9455	16.3512	17.7422	15.4621	24.1328	11.9839
XLOC_011206	CNBD2	0	0.0223497	0	0.123167	0.0488526	0.0604338	0	0.125574	0	0	0	0.324771
XLOC_011207	EPB41L1	0.987738	0.0834512	0	0.104591	0.0278606	0.290325	0.0883047	0.12505	0.0844545	0.0522358	0.532097	0.171539
XLOC_011208	AAR2	19.0697	20.0766	21.1145	18.7217	20.8413	20.0022	12.3678	15.6144	23.4044	13.7499	11.9414	16.9926
XLOC_011209	DLGAP4	11.2326	7.32422	10.2378	12.5491	4.20604	9.33453	3.83968	3.30719	5.34079	8.70679	7.72701	2.84044
XLOC_011210	MYL9	9.43231	0	0.519583	0	0	0.227504	0	0	0.181608	0.114815	0.558438	0
XLOC_011211	"C20orf24,TGIF2,TGIF2-C20orf24"	41.9408	41.3692	59.5727	43.8146	38.7763	63.9724	51.88	50.1462	53.2874	36.269	78.0628	59.8648
XLOC_011212	C20orf118	0	0	0	0	0.0417043	0	0	0	0	0	0	0.0213399
XLOC_011213	RPN2	55.459	61.6894	62.7441	73.561	95.0248	115.278	62.1178	73.9717	69.6145	49.5916	67.661	83.6138
XLOC_011214	MANBAL	8.12967	6.84843	4.10306	4.41924	7.00456	7.03663	2.63744	4.86847	6.99401	4.13644	6.29103	2.37504
XLOC_011215	SRC	4.81552	1.83154	2.65803	5.91823	6.79396	4.19555	6.68299	4.1772	15.4607	3.67092	8.49385	2.70028
XLOC_011216	NNAT	2.8913	0.611652	0.121684	4.83535	0	0.743764	0	0	0	0	1.68614	0
XLOC_011217	CTNNBL1	17.3296	16.1332	15.4567	13.4939	16.9407	9.23501	17.7299	21.9859	23.6463	9.97672	9.77284	15.9194
XLOC_011218	VSTM2L	1.49532	0	0.0708528	0.109748	0	0	0	0	0.0219159	0	0	0
XLOC_011219	RPRD1B	12.1923	14.6807	14.4858	22.1633	37.4729	67.4831	40.8993	19.2941	37.0889	25.5421	69.7877	23.1647
XLOC_011220	BPI	2.31696	1.34448	1.7438	0.117483	0.186489	0	0	0	0.328083	0.409647	1.8142	0.810742
XLOC_011221	LBP	0	0	0	0	0.0452872	0	0	0	0.0227681	0	0	0
XLOC_011222	RALGAPB	20.8881	23.0356	15.317	16.1477	24.1641	21.8415	27.9506	14.5261	23.9085	22.2095	37.1032	16.3606
XLOC_011223	ADIG	0	0.178198	1.08113	0	0.131998	0	0	0	0.261949	0	0	0
XLOC_011224	ARHGAP40	0	0.0134064	0	0	0	0	0	0	0	0	0	0
XLOC_011225	SLC32A1	0.266085	0.178523	2.21079	0.0814187	0	0	0	0.0832114	0.179579	7.55221	0	6.17428
XLOC_011226	ACTR5	2.34962	5.73067	5.92079	7.63304	4.96105	10.1466	0.42661	4.41975	6.98588	7.06254	7.62796	11.3197
XLOC_011227	PPP1R16B	18.8806	17.1002	4.8862	17.2786	15.2068	61.7427	6.09205	7.83142	27.4143	28.6769	35.5559	10.1938
XLOC_011228	FAM83D	9.43602	11.9363	8.49099	7.41399	8.10748	1.95585	8.23061	11.7389	9.74662	7.30694	3.60557	16.6939
XLOC_011229	DHX35	3.91342	7.50335	6.89274	8.17326	18.8606	17.4395	16.0293	9.20805	15.0674	13.6926	22.3084	9.83676
XLOC_011230	TOP1	34.2455	25.2342	30.3382	27.1114	22.3731	29.0911	42.3229	47.2981	31.5537	25.753	43.5246	54.8313
XLOC_011231	PLCG1	49.1411	70.3947	32.1701	42.7476	49.8761	85.5191	81.9653	56.5833	65.9863	66.7631	94.6673	30.1737
XLOC_011232	LPIN3	0.5154	0.213343	0	0.0464365	0.0185377	0.0682548	0	0	0.00935834	0	0.0450161	0.038026
XLOC_011233	SRSF6	50.6686	104.472	90.1526	97.0906	89.3834	108.591	82.1692	104.602	90.6517	90.8261	91.3795	89.1277
XLOC_011234	L3MBTL1	2.40316	2.1818	3.84208	4.67925	2.87167	3.85924	4.88367	3.46644	2.39998	4.31533	4.24976	1.72709
XLOC_011235	SGK2	0	0.376154	1.10529	0.620582	0.269265	0.148116	0.820976	0.172937	0.338482	0.501695	0.389021	0
XLOC_011236	IFT52	14.287	13.5833	15.5892	15.722	17.7616	13.631	20.9524	11.8828	14.6066	14.3515	9.09672	23.4161
XLOC_011237	MYBL2	46.15	43.135	20.6654	27.3402	73.305	18.238	16.4838	30.6749	71.4597	15.7885	13.1376	32.3491
XLOC_011238	TOX2	60.0438	68.321	0.395179	1.78724	1.70326	2.81538	0.549071	1.46969	3.37852	8.71602	3.30186	1.21026
XLOC_011239	GDAP1L1	0	0	0	0.0405067	0	0	0	0	0	0	0	0
XLOC_011240	R3HDML	0	0	0	0	0	0.169304	0	0	0	0	0	0
XLOC_011241	HNF4A	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011242	TTPAL	4.26708	4.81341	3.63173	3.72019	3.36032	4.25272	3.93141	3.4113	4.09533	2.44698	3.09745	3.05327
XLOC_011243	PKIG	5.5479	4.31477	9.11439	2.63118	5.56486	61.5076	14.77	6.99882	9.17881	15.0977	44.9267	20.7845
XLOC_011244	WISP2	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011245	KCNK15	0	0.0151412	0	0	0	0	0	0	0	0	0	0
XLOC_011246	YWHAB	103.633	67.2732	90.9405	68.441	40.5537	69.556	54.5217	81.6264	59.9436	40.3609	49.6157	70.419
XLOC_011247	PABPC1L	2.36147	15.0758	12.7166	21.0407	9.19805	21.0324	43.4374	29.9703	11.2399	17.1781	33.7848	13.837
XLOC_011248	STK4	50.9887	40.6932	31.6316	34.5182	36.5567	28.686	22.2774	22.5476	42.7082	32.5929	31.7031	26.7911
XLOC_011249	PI3	120.809	0.277693	0.172156	0	0	0	0	0	0	0	0	0
XLOC_011250	SEMG1	0	0	0	0	0	0	0	0	0	0.0657665	0	0
XLOC_011251	SEMG2	0	0	0	0	0	0	0	0	0	0	0	0.308516
XLOC_011252	RBPJL	0.0716618	0	0	0	0	0	0	0	0	0	0	0
XLOC_011253	DBNDD2	15.8573	18.3404	19.8322	17.3475	20.1985	22.7906	13.9778	8.66538	23.4668	15.8833	21.0847	18.5276
XLOC_011254	PIGT	25.87	31.182	16.6471	30.866	44.1507	43.384	13.4961	24.3964	39.5401	19.0191	17.3975	16.32
XLOC_011255	WFDC2	3.30979	0.269341	0.833369	0.263487	0	0	0	0	0.0992961	0.259115	0	0
XLOC_011256	WFDC10A	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011257	WFDC13	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011258	SPINT4	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_011259	DNTTIP1	15.1787	10.5874	9.40947	3.45657	6.71961	4.17932	7.37144	9.63834	8.20332	6.34527	2.89763	8.28723
XLOC_011260	UBE2C	80.8415	75.0918	16.7538	10.1525	13.3678	9.07805	16.926	65.0822	35.6943	8.80258	7.56316	34.6601
XLOC_011261	SNX21	0.45394	0.061248	1.87302	0.280137	0.354774	0.11018	0.633024	0.0332474	0.35365	0	0.0630293	0.115213
XLOC_011262	ZSWIM3	3.91585	2.74307	0.788202	0.960192	0.205926	0.796563	0.418614	1.81249	0.133435	0.552647	0.643315	1.281
XLOC_011263	ZSWIM1	7.2638	9.66285	5.19456	6.35096	8.86756	9.08369	2.86982	5.61482	7.63303	5.21769	7.80886	3.55179
XLOC_011264	CTSA	13.3882	11.4183	31.1262	14.4953	13.7911	10.3404	3.15287	8.80476	15.1109	6.88005	10.799	16.1012
XLOC_011265	PCIF1	25.0273	24.3301	18.8711	22.3326	27.5242	29.4109	22.2663	18.4774	31.0142	18.7639	29.06	14.1775
XLOC_011266	MMP9	41.8228	5.00239	0.438558	0.0452437	0.0359901	0.0443722	0	0	0.14496	0.0451127	2.01203	0.018426
XLOC_011267	SLC12A5	0	0.0426061	0.343199	0.0330474	0.0132075	0.0161874	0	0	0	0.314098	0.160525	0.0542471
XLOC_011268	CD40	10.1964	1.50757	1.58381	0.927658	0.757039	0.334908	0.267019	0.145331	1.65607	0.407634	0	1.79636
